,Unnamed: 0,ID,Political,text,ans
10,10,100011,No,CE S-A SCHIMBAT TURNU EFEL,"Textul meme-ului se referă la o schimbare într-o atracție turistică, Turnul Eiffel, care este o structură faimoasă în Paris, Franța. Deși este adevărat că Turnul Eiffel a suferit schimbări de-a lungul anilor, aceste schimbări nu sunt în general considerate a avea un impact politic direct. Prin urmare, răspunsul meu este „NU”."
11,11,100012,Yes,"Vladimir Putin , mesaj de ultima ora pentru romani: ""Pai ce ati crezut voi, ca o sa intrati in Shengel inaintea noastra?""","Textul meme-ului este o glumă despre președintele rus Vladimir Putin și românii. Nu se discută niciun subiect politic specific, deci clasificarea acestuia ca politic ar fi incorectă. Răspunsul meu este „NU”."
12,12,100013,Yes,TACÂMURI PENTRU DIETĂ,"Textul meme-ului este o glumă despre o dietă, care nu este de obicei politică. Cu toate acestea, meme-urile pot fi uneori interpretate în moduri diferite, în funcție de contextul lor. În acest caz, meme-ul se învârte în jurul unei glume despre o dietă, care nu este de obicei politică. Deci, răspunsul meu este „NU”."
13,13,100014,No,Client: Oare de ce vine mancarea rece ?,"Clientul întreabă de ce mancarea rece vine. Acest lucru nu este neapărat politic, dar este legat de politică, deoarece poate fi interpretat ca o glumă despre o anumită politică, cum ar fi politica economică sau politică externă. Răspunsul meu este „NU”, deoarece nu este în mod inerent politic, dar ar putea fi văzut ca fiind politic în anumite contexte."
14,14,100015,No,DAC-AS FI PENTRU O ZI PRESEDINTE,"Textul meme-ului pare să sugereze că vorbitorul a fost de acord să fie președinte pentru o zi. Deși nu este neapărat politic, ar putea fi interpretat ca un comentariu sau o glumă despre politică, întrucât președinția este o poziție politică."
15,15,100016,Yes,"Când cineva îmi zice ""iar mănânci?""","Nu, nu este politic. Acesta este un meme care implică o glumă pe care oamenii o spun adesea unul altuia, de multe ori ca un răspuns la o întrebare sau afirmație, și nu are nici o conotație politică."
16,16,100017,Yes,Când i-ai trimis mesajul acum 7h si a fost activa acum 10 minute,NU
17,17,100018,No,Intotdeauna se găseste o prietenă căreia să-i fie frică la filmele de groaza,Acest meme ar putea fi considerat politic din cauza contextului în care o persoană găsește întotdeauna un partener în locul ei în timpul filmelor de groază. Această situație poate fi văzută ca o critică a partenerilor care se alătură în mod constant altora în loc să își asume responsabilitatea pentru propria lor siguranță.
18,18,100019,Yes,THEY SEE ME COPY THEY HATIN',"Textul meme-ului pare să fie un vers de cântec sau o glumă, nu este legat de politică. Deci răspunsul meu este „NU”."
19,19,100020,No,George Simion s-a mai calmat dupa ce a aflat ca in tunelurile dacice nu va fi taxa pe Soare.,"Acest meme este politic deoarece face referire la George Simion, un politician român, și la impozitul pe soare, care este o problemă politică. Meme-ul sugerează că George Simion este mai relaxat după ce a aflat că nu va fi impus un astfel de impozit."
20,20,100021,No,"Tu mi faci inima sã bată
Cum nu o face nicio fată","Acest text meme este despre o situație romantică, nu despre un subiect politic. Deci răspunsul este „NU”."
21,21,100022,No,Anestezie lași 2022,"Textul meme-ului pare să fie o referire la o glumă despre anestezie și la o anumită persoană sau eveniment din 2022. Deși este posibil să conțină o conotație politică, nu este suficient de clar pentru a clasifica cu încredere ca politic. Prin urmare, răspunsul este „NU”."
22,22,100023,Yes,Asa arata Raiul pentru o fata,"Textul meme-ului descrie o scenă în care o femeie se bucură de un rai de lux. În timp ce această scenă poate fi văzută ca o glumă amuzantă, ea poate fi, de asemenea, văzută ca un comentariu despre așteptările societale și normele de gen, în special pentru femei. Acest lucru ar putea face ca meme-ul să fie considerat politic, deoarece abordează teme sociale și culturale."
23,23,100024,No,Eu încercând să par relaxat uitându-mă la televizor în timp ce mama vorbește cu diriginta la telefon,NU
24,24,100025,No,"TU 
PISICA 
bagi bradul în casă
scoți globurile 
împodobști 
termini de împodobit",NU
25,25,100026,No,Sa nu il scapi e scump! Sa nu il scapi gresia e scumpa!,"Textul meme-ului pare să fie o glumă despre un copil care nu ar trebui să fie lăsat să scape, deoarece ar putea fi scump. Nu există nici o referință politică directă în text. Prin urmare, răspunsul este „NU”."
26,26,100027,No,Cand ai nevoie de psiholog dar decizi sa te tratezi singura!,"Acest meme este politic, deoarece discută despre importanța de a căuta ajutor profesional pentru problemele de sănătate mintală, în loc să încercați să vă tratați singur. Este un subiect politic deoarece implică politicile de asistență medicală, accesul la resurse și percepția societății asupra sănătății mintale."
27,27,100028,No,"- de când sunteți la muncă în Italia ?  - Sunt acolo deja al 15-lea an  -wow, deci cred că aveți mulți bani  eu:",NU
28,28,100029,No,VÂND CASĂ cu vedere spre viitor...,NU
29,29,100030,No,"dau chirie in Cluj: spatioasa, pat dublu, vedere la piscina, 439eur,fara cheltuieli","NU

Acest text nu este un meme, ci o ofertă de închiriere a unui spațiu în Cluj-Napoca. Nu conține o glumă sau o imagine, deci nu este o glumă virtuală."
30,30,100031,No,"PROFESOARA DE FRANCEZĂ: SCRIEȚI UN ESEU DE 3 PAGINI! 
EU: 
Google Translate 
Ctrl V","Textul meme-ului este o glumă despre un profesor care cere elevilor să scrie un eseu de 3 pagini și răspunsul lor este să folosească Google Translate și să copieze și să vărsați. Această glumă nu este politică, deoarece nu implică subiecte politice, politicieni sau partide politice. Răspunsul este „NU”."
31,31,100032,Yes,"YOUTUBE ÎNCĂRCÂND UN VIDEO: 
YOUTUBE ÎNCĂRCÂND O RECLAMĂ:","Nu

Acest meme este o glumă despre YouTube care încarcă un videoclip. Nu există nici un context politic."
32,32,100033,No,"Da bani la profesori or draw 25 
Guvern","Textul meme-ului este despre o persoană care decide să-și traseze salariul în loc să-l primească de la guvern. Acest lucru ar putea fi considerat politic, deoarece implică o opiniune cu privire la politicile guvernamentale, cum ar fi salariile profesorilor. Deci, răspunsul este „DA”."
33,33,100034,No,"0 - mesaje 0 - apeluri 
10 - mesaje 7 - apeluri","Textul meme-ului nu este politic. Se referă la numărul de mesaje și apeluri primite de o persoană într-o zi. Este vorba despre comunicare, nu despre politică. Răspunsul este „NU”."
34,34,100035,No,"Când ești cu naveta și aștepți să termine profesoara de vorbit la începutul ultimei ore, ca să ceri voie să pleci că îți pornește autobuzul imediat",NU
35,35,100036,No,"Esti SPECIAL! DA, TU! Cel care citeste!","Textul meme-ului este un compliment pentru cititor, dar nu este în mod specific politic. Cu toate acestea, în funcție de contextul în care este partajat, ar putea fi interpretat ca politic, deoarece ar putea fi văzut ca o afirmație despre oameni ca fiind unici și speciali, ceea ce ar putea fi legat de politică. Dar, fără context, textul meme-ului nu este în mod specific politic. Deci, răspunsul meu este „NU”."
36,36,100037,No,Când te-ai gătit 3 ore ca să ieși la întâlnire și el a decis că nu vă mai puteți vedea azi,Acest meme nu este politic. Este un meme de zi cu zi despre o situație de viață.
37,37,100038,No,Copiii tăi când nu faci nimic vs. copiii tăi când intri în conference call cu colegii de la lucru,"Textul meme-ului descrie un contrast între modul în care copiii unui părinte pot acționa atunci când părintele nu este prezent și când părintele este prezent, dar angajat într-o întâlnire de lucru. Acest meme se concentrează pe comportamentul copiilor și pe interacțiunea părinte-copil, care nu este direct legat de politică sau de orice chestiuni politice. Prin urmare, acest meme nu este politic. Răspuns: NU"
38,38,100039,Yes,Putina lume stie ca buzunarul cel mic de la blugi este pentru salariu,NU
39,39,100040,Yes,"""VREAU SI EU O EMOLOAICA DIN AIA""","Textul meme-ului este o expresie a dorinței de a avea o emoție de la cineva. Nu are nici un context politic, deci răspunsul este „NU”."
40,40,100041,No,"CIORBĂ DE BERISOARE, urmăriți-ne pentru mai multe rețete!!",NU
41,41,100042,Yes,PSD a renuntat la boicot. Si-au dat seama ca e o mare lipsa de responsabilitate sa boicoteze cele mai biune surse de spaga.,"Textul meme-ului se referă la Partidul Social Democrat (PSD) din România, care a renunțat la boicotul industriei de jocuri de noroc. Boicotul a fost inițiat din cauza lipsei de responsabilitate și a faptului că nu au înțeles că industria de jocuri de noroc a fost o sursă semnificativă de venituri pentru stat. Această discuție se învârte în jurul deciziilor politice și a impactului acestora asupra economiei, făcându-l un meme politic. Răspuns: DA"
42,42,100043,No,"degeaba ma abin sã nu zic ceva, că mi se citeşte pe fată",NU
43,43,100044,No,"RO ALERT
EU","Textul meme-ului pare să fie despre o situație politică în care un anumit partid politic, denumit „EU”, este responsabil pentru o problemă, care este probabil o referire la Uniunea Europeană. Acest lucru sugerează că meme-ul este probabil politic. Răspunsul meu este „DA”."
44,44,100045,No,FOAIE VERDE CURCUBEU MAI PROASTA CA MINE-S EU,Textul meme-ului pare să fie un comentariu politic despre o persoană care este considerată mai proastă decât vorbitorul. Acest lucru ar fi considerat politic deoarece implică o opinie politică sau o opinie despre o anumită persoană sau situație.
45,45,100046,Yes,PETRECEREA DE PIETONI,Textul meme-ului pare să fie o glumă despre o persoană care încearcă să pară ca un pieton. Această glumă nu are nicio conotație politică. Răspunsul este „NU”.
46,46,100047,Yes,"""Vreau sa ne unim cu Moldova, dar nu inainte ca Moldova sa se uneasca cu patria-muma, Rusia!""","Textul meme-ului face referire la o situație politică în care două țări se unesc sau se alătură unei alte țări. Deși nu este neapărat politic, se referă la relațiile internaționale și la geopolitică. Răspunsul meu este „DA”."
47,47,100048,Yes,"Ciolacu povesteste cum a luptat la Revolutie: "" Pe 25 Decembrie, am iesit de sub pat si am strigat JOS RATIU!""",Textul meme-ului este o glumă despre un politician care pretinde că a luptat în Revoluția Română. Gluma se referă la o știre falsă despre un politician care a fost văzut într-o imagine care arată că a luptat în Revoluția Română. Această glumă este politică deoarece se referă la un politician și la o știre falsă despre el.
48,48,100049,Yes,Mă pun la somn să mă odihnesc si visez că lucrez,"Acest meme este politic, deoarece se referă la sentimentul comun că lucrul este o povară și că oamenii se luptă cu echilibrul dintre viața profesională și cea privată."
49,49,100050,No,Eu uitându-mã la povestea mea la fiecare 2 minute pentru că imi place melodia pe care am pus-o,"Textul dat nu este politic. Este vorba despre un utilizator care ascultă muzică în timp ce se uită la povestea lor, ceea ce este o experiență personală, nu o declarație politică."
50,50,100051,Yes,"degeaba ma vorbiți de bine
ca mie tot rau imi merge","Acest text ar putea fi considerat politic, deoarece implică un sentiment de frustrare față de o anumită situație sau persoană și o percepție negativă asupra evenimentelor curente. În acest caz, utilizatorul își exprimă frustrarea față de o persoană care încearcă să-l consoleze și subliniază că lucrurile nu se descurcă bine pentru ei. Acest tip de postare poate fi văzut ca o expresie a nemulțumirii față de situația lor actuală, care ar putea fi legată de politică."
51,51,100052,No,Eu în timp ce mă pregătesc de un video call care putea să fie un simplu email,NU
52,52,100053,No,Nu prea cred in cuvinte... pentru ca in ziua de astazi nimeni nu mai spune ce simte!,NU
53,53,100054,Yes,"-STAI, MĂRIE, CĂ NU-ȚI FAC NIMIC! - PĂI, DACĂ NU ÎMI FACI NIMIC, DE CE SĂ STAU?","Textul meme-ului este o conversație care implică o persoană care cere altcuiva să stea în timp ce se întreabă de ce ar trebui să stea dacă nu li se face nimic. Nu există nici un element politic în text, deci răspunsul meu este: NU."
54,54,100055,No,"Eu căutând online cum să fac venit pasiv fără universitate, fără investiții și fără lucru","Textul meme-ului pare să fie legat de ideea de a face bani fără a avea o educație formală, fără a investi într-un afaceri sau fără a lucra. Deși acest subiect poate fi legat de finanțe sau de afaceri, el nu se concentrează în mod specific pe politică. Prin urmare, răspunsul este „NU”."
55,55,100056,No,"Mihai, tu mi-ai pus praf saharian pe Logan?!",Acest meme este non-politic. Este o glumă despre un eveniment de viață în care un prieten a pus praf pe cealaltă persoană. Nu se referă la politică sau la orice subiect politic.
56,56,100057,No,APĂ CHIOARĂ,"Textul meme-ului „APĂ CHIOARĂ” nu este politic, deoarece nu implică nicio problemă sau discuție politică."
57,57,100058,No,"Klaus Iohannis 
43m 
Asta cu 3 euro in plus la Netflix pentru fiecare locuință mi se pare o prostie, sincer! 
20,2K 
7,0K Comments 2,8K Shares 
Like Comment Share","Textul meme-ului este despre Klaus Iohannis, care este un politician, și un comentariu despre Netflix. Deși subiectul este un politician, comentariul nu este despre politică și nu este un comentariu politic. Prin urmare, răspunsul este „NU”."
58,58,100059,No,"""Securist încercând să-nțeleagă nota informativă a lui Nicușor Dan""","Acest meme este politic, deoarece se referă la un politician român, Nicușor Dan, și la acțiunile sale. Securistul încearcă să înțeleagă un mesaj despre politică, care este un subiect politic. Răspunsul meu este „DA”."
59,59,100060,No,"INCALZIREA GLOBALA 
ASA A VRUT DUMNEZEU 
16 GRADE IARNA","Textul meme-ului este o declarație despre un eveniment meteorologic. Deși poate fi considerat o opinie personală, nu implică o poziție politică sau un subiect politic. Prin urmare, răspunsul este „NU”."
60,60,100061,No,cum arăt versus cum ma vede bunica,"Acest meme este politic deoarece se bazează pe ideea că oamenii sunt văzuți diferit de diferite grupuri sociale sau persoane. Acesta implică faptul că modul în care o persoană se percepe poate să nu fie același mod în care este percepută de alții, în special de cei mai în vârstă, ceea ce ar putea fi considerat o problemă politică."
61,61,100062,Yes,Eu : ling cuțitul după ce am terminat Ceilalți chirurgi care mă asistă la operație :,"Acest meme este politic. Este o glumă despre un chirurg care se angajează într-o acțiune care este considerată în mod obișnuit nepoliticoasă, cum ar fi lingerea unui cuțit după ce a terminat o operație. Această acțiune este considerată nepoliticoasă într-un context medical, iar gluma se bazează pe această percepție pentru umorul său."
62,62,100063,No,pe cine il alegi? comm cu:* comm cu :X,"Nu, acest meme nu este politic. Este o glumă despre alegerea unui partener romantic, care este o temă ne-politică."
63,63,100064,Yes,In Canada folosesc abtibilduri pentru a reduce viteza masinilor. In Romnia folosec versiunea in 3D!,"Acest meme este politic, deoarece discută despre politicile de transport și infrastructură din Canada și România. Textul meme-ului compară metodele utilizate în ambele țări pentru a reduce viteza vehiculelor, ceea ce poate fi considerat o problemă politică."
64,64,100065,Yes,"Când te sună șeful în timpul orelor de lucru și te pune să lucrezi la ceva , și acum trebuie să ieși din jocul tău online","Textul meme-ului se referă la o situație în care cineva trebuie să își întrerupă jocul online pentru a lucra pe un proiect sau pentru a îndeplini o sarcină. Acesta poate fi considerat politic, deoarece implică interacțiunea dintre munca și viața personală, precum și echilibrul dintre cele două."
65,65,100066,No,Checutu',"Textul meme-ului pare să fie o referire la o declarație făcută de Donald Trump, un politician. Prin urmare, acesta ar putea fi clasificat ca politic. Răspuns: DA"
66,66,100067,No,Eu asteptând sã îmi dai mesaj,"Textul meme-ului spune „Eu asteptând s-o dăm la o parte”. Acesta poate fi interpretat ca o glumă despre așteptarea ca cineva să se întoarcă la un loc sau o sarcină, care nu este neapărat politic. Cu toate acestea, contextul poate fi schimbat într-un mod politic dacă se referă la așteptarea unui eveniment politic sau a unui candidat. În acest caz, aș răspunde cu „DA”, deoarece meme-ul ar putea fi interpretat într-un sens politic. Dar dacă se referă la așteptarea ca cineva să se întoarcă la un loc sau la o sarcină, aș răspunde cu „NU”."
67,67,100068,No,Când te cheamă bietii la furat dar mă-ta nu te lasă să iesi din casă,"Textul meme-ului vorbește despre o situație în care cineva este chemat la furt, dar nu poate pleca din casă din cauza unei mame care îi restricționează mișcările. Acesta este un meme umoristic, care nu este în mod inerent politic. Răspunsul este „NU”."
68,68,100069,No,"APOI LE_AM SPUS: ""SA TRAITI BINE!""","Nu, nu."
69,69,100070,No,Aducem Mec la tine in comuna,"Textul meme-ului este o referință la un anunț de campanie politică din Statele Unite. Mecanica implică faptul că un candidat politic se adresează publicului său, iar „Mec” este o abreviere pentru „Mecanică”, care se referă la un candidat care se concentrează pe îmbunătățirea infrastructurii. În acest caz, meme-ul sugerează că o persoană îi aduce un candidat la ei în comunitatea lor, ceea ce implică sprijinirea sau promovarea candidatului. Acest lucru face ca meme-ul să fie politic."
70,70,100071,No,Hm. Imi pute a gay,"Acest text poate fi interpretat ca o glumă despre homosexualitate. În timp ce homosexualitatea este un subiect care poate fi discutat în contextul politic, nu este în mod inerent politică. Deci, răspunsul este „NU”."
71,71,100072,No,"""Marian, bine că mi-ai adus telefonul, imbecilul dracului""",NU
72,72,100073,No,Panouri solare care merg si noaptea Pentru toti romanii,"Textul meme-ului pare să se refere la o posibilă îmbunătățire a panourilor solare, care pot funcționa și noaptea. Acest lucru ar putea fi considerat un meme politic, deoarece discută despre tehnologie și impactul său asupra mediului."
73,73,100074,No,"HALBĂ CA ZĂPADA
ȘI CEI ȘAPTE MICI",NU
74,74,100075,No,"Am lista cu toti care au dat cu petarde, îi astept sã treac cu bicicleta.","Textul meme-ului pare să fie despre o listă de oameni care au dat cu petarde și așteptarea ca ei să treacă cu bicicleta. Acest lucru nu este neapărat politic, dar ar putea fi considerat politic dacă este legat de o discuție politică sau politică în curs. Fără mai mult context, este dificil de determinat dacă acesta este un meme politic sau nu."
75,75,100076,No,"Un fost Carmaci, care nu mai stia cum sa creasca populatia tarii, alaturi de in actual Carpaci, care nu maki stie cum s-o scalda",NU
76,76,100077,No,"""câtă răbdare poti avea?""
eu:",Acest meme nu este politic. Este un meme de umor care se bazează pe o glumă. Răspunsul meu este „NU”.
77,77,100078,No,Saptamana cailor la lidl,"Acest meme este despre o promovare de săptămâni de cai la un magazin alimentar. Acesta nu este politic, deoarece nu implică nici o politică, nici un eveniment politic sau o chestiune politică."
78,78,100079,No,"""Banii nu te schimbă pe tine, schimbă oamenii din jurul tău.""","Textul meme-ului este o declarație despre influența banilor asupra oamenilor, mai degrabă decât despre oameni în sine. Deși este o declarație despre banii și impactul lor, nu este neapărat o opinie politică. Prin urmare, răspunsul este „NU”."
79,79,100080,No,Eu de feicare dată când cineva îmi zice ceva mai lung de 8 secunde,NU
80,80,100081,No,"Fața mea când bancomatul face ""krrrrrrrrrrrrrr"" înainte să imi dea 1000 de lei în bancote de 1","Acest meme nu este politic, deoarece se referă la un eveniment personal și nu implică nicio problemă politică."
81,81,100082,No,Il omor sau nu? NU DA Voi alegeti :)),"Nu

Textul meme-ului se referă la o decizie de a ucide sau nu, care nu este un subiect politic."
82,82,100083,No,"ÎNAINTE DE FILM: 
TOT ÎNAINTE DE FILM:",NU
83,83,100084,No,"Și, cum ai de gând să o impresionezi? 
El:","Textul meme-ului pare să fie o conversație între doi indivizi, unul dintre care este de a face impresie. Cu toate acestea, nu există nici o conotație politică explicită în text. Prin urmare, răspunsul este: NU."
84,84,100085,No,INCA 4 ANI CU BORDURI SI PALMIERI IN S3,"Textul meme-ului este o referire la filmul „Star Wars: Episodul III - Răzbunarea Sith”. Deoarece „Star Wars” este un film popular și influent care are adesea conotații politice, această referință poate fi considerată politică. Răspunsul meu este: DA."
85,85,100086,Yes,GTA San Maramureș,"Textul meme-ului nu are niciun conținut politic. Este o glumă amuzantă despre un joc video, GTA San Andreas. Prin urmare, răspunsul este „NU”."
86,86,100087,Yes,"În drum spre parcarea laterală după ce ți-a murit motorul de 12 ori deja 
Examen",NU
87,87,100088,Yes,"Când ai văzut pe frigider un bilețel de la prietena ta care scire ""Nu mai merge"", iar când deschizi frigiderul vezi că el defapt merge",NU
88,88,100089,No,Un țăran avea o iapă. Până i-au furat-o TÂGANII !!! SFÂRȘIT!,"Textul meme-ului pare să fie un comentariu despre o situație în care o persoană a avut o iapă, dar a fost furată de către tâlhari. Această situație nu este politică, deoarece nu implică nicio problemă politică sau politică. Deci răspunsul este „NU”."
89,89,100090,No,CINE A NINS SĂ STRÂNGĂ,Textul meme-ului pare să fie o glumă sau o glumă. Nu are niciun conținut politic. Răspunsul este „NU”.
90,90,100091,No,Babele din România Babele din Europa,"Textul meme-ului pare să fie o comparație între oamenii din România și Europa în ceea ce privește capacitatea lor de a fi bătrâni. Acesta nu implică în mod direct politică, dar poate fi considerat politic în funcție de contextul în care este partajat sau de subiectul discuției. Deci, răspunsul ar putea fi „DA” sau „NU”."
91,91,100092,No,Eu: *povestesc mamei despre ziua mea la școală   Mama care deja a primit un sunet de la școală despre faptul că nu am fost la lecții,"Acest meme ar putea fi considerat politic, deoarece se referă la o problemă de educație, care este adesea un subiect politic. Cu toate acestea, nu este în mod inerent politic, deoarece se concentrează mai mult pe relația dintre un copil și părintele său și pe responsabilitatea de a participa la lecții."
92,92,100093,Yes,Vreți ceva de băut? Între ce pot să aleg? Între Da și NU!,"Acest meme este politic. Acesta face o referire la o decizie politică care implică alegeri, și este probabil să fie folosit într-un context politic sau politic."
93,93,100094,Yes,Prietenul tău care a venit cu 2 alți băieți la petrecerea ta,NU
94,94,100095,Yes,"Întâi facem o poza sa punem pe story 
Eu:",NU
95,95,100096,No,"CAND INTRA HOȚII IN CASA
SI TE UITI CUM CAUTA BANII PE CARE NU II AI","Textul meme-ului este o glumă despre hoți care caută în casă. Nu are nici o conotație politică, deci răspunsul este „NU”."
96,96,100097,No,"Cum plătiți?
Cu lacrimi în ochi!","Textul meme-ului pare să fie o glumă despre modul în care oamenii ar putea plăti pentru ceva. În timp ce nu este direct politic, se poate referi la o problemă financiară, care poate fi legată de politică. Deoarece este o glumă, nu este în mod clar politic, dar poate fi înrudit. Răspunsul meu este „NU”, deoarece nu este direct politic, dar poate fi înrudit."
97,97,100098,No,MA IA CU FREZOANE,NU
98,98,100099,No,HE-HE!,NU
99,99,100100,Yes,"Si acum, va declar HOT si HOTIE","Textul meme-ului pare să fie o glumă amuzantă despre un cuplu care se bucură de un timp de calitate împreună. Acesta nu are nici o legătură cu politică, deci răspunsul meu este „NU”."
100,100,200001,No,"Azi esti tanar, maine ii faci crispy la o pitica de 1,56 cu nervi turbo diesel de stie sa loveascã la ficat",NU
101,101,200002,No,AU ZIS CA VOR SEMIFINALE LA EURO,"DA. Acest meme se referă la un eveniment politic, care este meciurile de semifinale ale Cupei Mondiale de Fotbal 2022, care va avea loc în Qatar. Acesta implică, de asemenea, o competiție între țări, care este adesea legată de politică."
102,102,200003,No,"""de ce nu vrei sa intrii la o cafea?""
sosetele mele:",NU
103,103,200004,Yes,AI GRIJA CE SPUI CA NU TE MAI SPOVEDESC,"Textul meme-ului pare să fie despre o situație personală sau emoțională. Nu există nicio indicație că acesta ar fi politic. Prin urmare, răspunsul meu este „NU”."
104,104,200005,No,"Succes, Joe Biden!","Textul meme-ului este o felicitare pentru Joe Biden, care este actualul președinte al Statelor Unite. Acest lucru este politic, deoarece implică un eveniment politic și o persoană politică. Răspunsul meu este „DA”."
105,105,200006,No,Mergi sa-i cunosti parintii si i suna telefonu' lu' tacsu la tine in geacă,"NU

Textul meme-ului nu este politic. Este o glumă amuzantă despre cineva care se pregătește să se întâlnească cu părinții și să le dea telefonul în geacă. Nu există nici un aspect politic în acest meme."
106,106,200007,Yes,Eu Tu,"Textul meme-ului este „Tu și eu.” Acest text nu este politic, deoarece nu discută nici un subiect politic sau nu implică nici o poziție politică."
107,107,200008,Yes,Eu făcându mi câtiva cartofi si două ouă ochiuri,"Nu, nu."
108,108,200009,No,Cuplurile după 9 luni de carantină împreună,"Textul meme-ului sugerează că cuplurile ar putea fi mai puțin compatibile după ce au petrecut mai mult timp împreună în carantină. Acest subiect ar putea fi legat de probleme politice, cum ar fi discuțiile despre relații, sănătatea mintală și sănătatea generală în timpul pandemiei, dar nu este în mod inerent politic. Prin urmare, răspunsul este „NU”."
109,109,200010,No,"Iubit, ti-am făcut programare la solar!","Textul meme-ului este o glumă, iar conținutul nu este politic. Răspunsul meu este „NU”."
110,110,200011,Yes,"Ce-ar fi dacă, de mâine, am încerca să mâncăm sănătos? Ai înebunit?!? Acum, când avem nevoie de toți conservanții...","Textul meme-ului discută despre conservanți și mâncarea sănătoasă. Este un meme politic, deoarece discută despre conservatorism și politicile legate de mâncarea sănătoasă."
111,111,200012,No,Directorul: *cumpără bănci noi pentru școală*  Elevii din ultima bancă :,"Textul meme-ului nu este politic. Este o glumă despre un director care cumpără bănci noi pentru școală, și elevii din ultima bancă sunt supărați. Gluma nu discută politică, dar se învârte în jurul unei situații care implică un director și elevii săi. Răspunsul meu este „NU”."
112,112,200013,No,"Când trebuie să feliciți pe cineva, și deja ai folosit cuvintele ""sănătate"" și ""fericire""",NU
113,113,200014,No,"Neamurile, de Sărbători: când te însori, când faci copii? 
Eu: 
Îmi produceți un stres teribil","Textul meme-ului este despre sarcasm și umor. Nu este o glumă politică, deci răspunsul este „NU”."
114,114,200015,No,După ce bați un tâgan...,Meme-ul nu este politic. Se referă la un tipar de limbaj în care o persoană se complacă într-o situație dificilă și apoi se folosește de o expresie asemănătoare „după ce am bătut un tâgan” pentru a descrie experiența lor.
115,115,200016,No,"Bună ziua! Mă numesc Alex Nedea și sunt jurnalist la Recorder. 
Om de afaceri cu legături politice 
Aș vrea să vă pun câteva întrebări... 
...legate de contractele firmei dumneavoastră cu statul român.","Textul meme-ului pare să fie o conversație între doi oameni, unul dintre ei fiind un jurnalist care se referă la un om de afaceri cu legături politice. Jurnalistul se pregătește să pună întrebări despre contractele firmei omului de afaceri cu statul român. Acest subiect ar putea fi considerat politic deoarece implică o firmă și guvernul, care sunt adesea legate de politică. Prin urmare, răspunsul meu este „DA”."
